epoch,loss
1,58.87848930329834
2,57.35918893981143
3,57.1921834255663
4,57.100839630847474
5,57.01897623624315
6,56.9813564864171
7,56.95746663246823
8,56.91577969047738
9,56.89917190766752
10,56.85962192683572
11,56.83459035404202
12,56.83806467310491
13,56.82752465293867
14,56.807695656084235
15,56.79662831575927
16,56.79214831843961
17,56.78411723599576
18,56.76124554595599
19,56.759769737493514
20,56.751720771295645
21,56.75322899451623
22,56.742522186662804
23,56.73287616825612
24,56.74214807177716
25,56.73229661899401
26,56.72316471457209
27,56.72348053402694
28,56.72210252475666
29,56.72109540690926
30,56.70863661290304
31,56.72192371772249
32,56.70123939049307
33,56.70408223479736
34,56.70418759075086
35,56.706783137789955
36,56.708368243285015
37,56.68979691841724
38,56.700411893172024
39,56.692126238518604
40,56.692517394612786
41,56.68567353718533
42,56.68735825770335
43,56.69674093561688
44,56.68596334522768
45,56.68796561677676
46,56.68125757767967
47,56.68578709778855
48,56.67827957600741
49,56.674761383567976
50,56.68096477133757
51,56.676334976696005
52,56.67828125092971
53,56.67960796661261
54,56.68223900515345
55,56.673224827576846
56,56.678308331503366
57,56.67583234311966
58,56.67289850245154
59,56.670338921935524
60,56.67431286465368
61,56.67292793779453
62,56.67161187014322
63,56.6678580293561
64,56.670008109529235
65,56.66751173154507
66,56.67022189527455
67,56.66828220161153
68,56.66620861004076
69,56.66386912709779
70,56.667224570257645
71,56.66587604572096
72,56.669614640793
73,56.66414679376932
74,56.66503788729433
75,56.66329326469845
76,56.66157853794025
77,56.66102112583413
78,56.66048684305393
79,56.65995252831511
80,56.66228550332063
81,56.66176874548628
82,56.66023176386442
83,56.66006580419606
84,56.660629674849034
85,56.65993834449785
86,56.659196414932985
87,56.66084173773412
88,56.659170181262795
89,56.65790863792495
90,56.657610928839794
91,56.65728061179214
92,56.656925673532015
93,56.65681000947044
94,56.65618607404117
95,56.65691059632603
96,56.65641262289775
97,56.65668571077043
98,56.65570537424777
99,56.65538895338978
100,56.65517012689827
