[Wed, 25 Jan 2023 19:48:18] INFO :: START EPOCH - 1
[Wed, 25 Jan 2023 19:48:18] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [   5,1313]   | LOSS: 75.1861   --  0.21s
[Wed, 25 Jan 2023 19:48:18] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  10,1313]   | LOSS: 73.8801   --  0.39s
[Wed, 25 Jan 2023 19:48:18] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  15,1313]   | LOSS: 72.2977   --  0.58s
[Wed, 25 Jan 2023 19:48:18] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  20,1313]   | LOSS: 71.1690   --  0.77s
[Wed, 25 Jan 2023 19:48:18] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  25,1313]   | LOSS: 69.9730   --  0.95s
[Wed, 25 Jan 2023 19:48:19] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  30,1313]   | LOSS: 68.3187   --  1.14s
[Wed, 25 Jan 2023 19:48:19] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  35,1313]   | LOSS: 67.8031   --  1.37s
[Wed, 25 Jan 2023 19:48:19] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  40,1313]   | LOSS: 66.1992   --  1.56s
[Wed, 25 Jan 2023 19:48:19] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  45,1313]   | LOSS: 65.6317   --  1.77s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  50,1313]   | LOSS: 65.8493   --  1.96s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  55,1313]   | LOSS: 64.9356   --  2.15s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  60,1313]   | LOSS: 65.0076   --  2.34s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  65,1313]   | LOSS: 64.1744   --  2.53s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  70,1313]   | LOSS: 63.3865   --  2.73s
[Wed, 25 Jan 2023 19:48:20] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  75,1313]   | LOSS: 63.1675   --  2.92s
[Wed, 25 Jan 2023 19:48:21] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  80,1313]   | LOSS: 62.9105   --  3.12s
[Wed, 25 Jan 2023 19:48:21] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  85,1313]   | LOSS: 62.6184   --  3.30s
[Wed, 25 Jan 2023 19:48:21] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  90,1313]   | LOSS: 62.1167   --  3.49s
[Wed, 25 Jan 2023 19:48:21] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [  95,1313]   | LOSS: 61.6597   --  3.67s
[Wed, 25 Jan 2023 19:48:21] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 100,1313]   | LOSS: 61.7061   --  3.86s
[Wed, 25 Jan 2023 19:48:22] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 105,1313]   | LOSS: 61.3978   --  4.04s
[Wed, 25 Jan 2023 19:48:22] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 110,1313]   | LOSS: 61.9895   --  4.24s
[Wed, 25 Jan 2023 19:48:22] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 115,1313]   | LOSS: 61.5229   --  4.43s
[Wed, 25 Jan 2023 19:48:22] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 120,1313]   | LOSS: 61.5557   --  4.63s
[Wed, 25 Jan 2023 19:48:22] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 125,1313]   | LOSS: 60.8088   --  4.82s
[Wed, 25 Jan 2023 19:48:23] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 130,1313]   | LOSS: 61.7651   --  5.01s
[Wed, 25 Jan 2023 19:48:23] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 135,1313]   | LOSS: 60.8535   --  5.20s
[Wed, 25 Jan 2023 19:48:23] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 140,1313]   | LOSS: 60.6567   --  5.39s
[Wed, 25 Jan 2023 19:48:23] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 145,1313]   | LOSS: 60.6237   --  5.60s
[Wed, 25 Jan 2023 19:48:23] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 150,1313]   | LOSS: 60.5137   --  5.78s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 155,1313]   | LOSS: 60.1651   --  5.97s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 160,1313]   | LOSS: 60.1225   --  6.15s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 165,1313]   | LOSS: 60.2012   --  6.34s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 170,1313]   | LOSS: 59.8887   --  6.53s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 175,1313]   | LOSS: 59.8773   --  6.72s
[Wed, 25 Jan 2023 19:48:24] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 180,1313]   | LOSS: 59.7009   --  6.91s
[Wed, 25 Jan 2023 19:48:25] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 185,1313]   | LOSS: 59.8663   --  7.09s
[Wed, 25 Jan 2023 19:48:25] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 190,1313]   | LOSS: 59.5314   --  7.28s
[Wed, 25 Jan 2023 19:48:25] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 195,1313]   | LOSS: 59.9420   --  7.47s
[Wed, 25 Jan 2023 19:48:25] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 200,1313]   | LOSS: 59.6165   --  7.65s
[Wed, 25 Jan 2023 19:48:25] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 205,1313]   | LOSS: 59.8015   --  7.84s
[Wed, 25 Jan 2023 19:48:26] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 210,1313]   | LOSS: 59.7790   --  8.03s
[Wed, 25 Jan 2023 19:48:26] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 215,1313]   | LOSS: 59.3642   --  8.22s
[Wed, 25 Jan 2023 19:48:26] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 220,1313]   | LOSS: 59.5059   --  8.40s
[Wed, 25 Jan 2023 19:48:26] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 225,1313]   | LOSS: 59.3815   --  8.59s
[Wed, 25 Jan 2023 19:48:26] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 230,1313]   | LOSS: 59.5210   --  8.79s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 235,1313]   | LOSS: 59.2734   --  8.97s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 240,1313]   | LOSS: 59.1482   --  9.16s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 245,1313]   | LOSS: 58.8075   --  9.34s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 250,1313]   | LOSS: 59.2684   --  9.52s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 255,1313]   | LOSS: 58.9009   --  9.71s
[Wed, 25 Jan 2023 19:48:27] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 260,1313]   | LOSS: 58.8862   --  9.90s
[Wed, 25 Jan 2023 19:48:28] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 265,1313]   | LOSS: 59.2748   --  10.08s
[Wed, 25 Jan 2023 19:48:28] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 270,1313]   | LOSS: 59.1509   --  10.26s
[Wed, 25 Jan 2023 19:48:28] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 275,1313]   | LOSS: 58.7356   --  10.45s
[Wed, 25 Jan 2023 19:48:28] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 280,1313]   | LOSS: 58.9263   --  10.64s
[Wed, 25 Jan 2023 19:48:28] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 285,1313]   | LOSS: 58.9198   --  10.82s
[Wed, 25 Jan 2023 19:48:29] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 290,1313]   | LOSS: 59.1203   --  11.01s
[Wed, 25 Jan 2023 19:48:29] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 295,1313]   | LOSS: 58.7786   --  11.20s
[Wed, 25 Jan 2023 19:48:29] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 300,1313]   | LOSS: 59.2891   --  11.39s
[Wed, 25 Jan 2023 19:48:29] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 305,1313]   | LOSS: 58.9576   --  11.57s
[Wed, 25 Jan 2023 19:48:29] INFO :: EPOCH: [  1,100]   | MINI-BATCH: [ 310,1313]   | LOSS: 58.5892   --  11.76s
