[Wed, 25 Jan 2023 08:15:24] INFO :: START EPOCH - 1
[Wed, 25 Jan 2023 08:15:25] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [   5,1116]   | LOSS: 74.2653   --  0.77s
[Wed, 25 Jan 2023 08:15:25] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  10,1116]   | LOSS: 70.9428   --  1.07s
[Wed, 25 Jan 2023 08:15:26] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  15,1116]   | LOSS: 69.3159   --  1.38s
[Wed, 25 Jan 2023 08:15:26] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  20,1116]   | LOSS: 68.6668   --  1.68s
[Wed, 25 Jan 2023 08:15:26] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  25,1116]   | LOSS: 67.6680   --  1.98s
[Wed, 25 Jan 2023 08:15:27] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  30,1116]   | LOSS: 67.0125   --  2.28s
[Wed, 25 Jan 2023 08:15:27] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  35,1116]   | LOSS: 66.0453   --  2.57s
[Wed, 25 Jan 2023 08:15:27] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  40,1116]   | LOSS: 66.4416   --  2.88s
[Wed, 25 Jan 2023 08:15:28] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  45,1116]   | LOSS: 65.4843   --  3.18s
[Wed, 25 Jan 2023 08:15:28] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  50,1116]   | LOSS: 65.0511   --  3.47s
[Wed, 25 Jan 2023 08:15:28] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  55,1116]   | LOSS: 64.5171   --  3.77s
[Wed, 25 Jan 2023 08:15:28] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  60,1116]   | LOSS: 64.3849   --  4.06s
[Wed, 25 Jan 2023 08:15:29] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  65,1116]   | LOSS: 63.5833   --  4.36s
[Wed, 25 Jan 2023 08:15:29] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  70,1116]   | LOSS: 62.9297   --  4.65s
[Wed, 25 Jan 2023 08:15:29] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  75,1116]   | LOSS: 63.1585   --  4.94s
[Wed, 25 Jan 2023 08:15:30] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  80,1116]   | LOSS: 63.3072   --  5.24s
[Wed, 25 Jan 2023 08:15:30] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  85,1116]   | LOSS: 63.0471   --  5.53s
[Wed, 25 Jan 2023 08:15:30] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  90,1116]   | LOSS: 63.3030   --  5.83s
[Wed, 25 Jan 2023 08:15:30] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [  95,1116]   | LOSS: 62.3856   --  6.13s
[Wed, 25 Jan 2023 08:15:31] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 100,1116]   | LOSS: 61.6990   --  6.44s
[Wed, 25 Jan 2023 08:15:31] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 105,1116]   | LOSS: 62.5943   --  6.74s
[Wed, 25 Jan 2023 08:15:31] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 110,1116]   | LOSS: 62.1077   --  7.03s
[Wed, 25 Jan 2023 08:15:32] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 115,1116]   | LOSS: 62.6684   --  7.33s
[Wed, 25 Jan 2023 08:15:32] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 120,1116]   | LOSS: 62.1205   --  7.62s
[Wed, 25 Jan 2023 08:15:32] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 125,1116]   | LOSS: 61.6843   --  7.92s
[Wed, 25 Jan 2023 08:15:33] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 130,1116]   | LOSS: 62.3151   --  8.22s
[Wed, 25 Jan 2023 08:15:33] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 135,1116]   | LOSS: 62.0360   --  8.51s
[Wed, 25 Jan 2023 08:15:33] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 140,1116]   | LOSS: 61.6787   --  8.80s
[Wed, 25 Jan 2023 08:15:33] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 145,1116]   | LOSS: 61.8260   --  9.09s
[Wed, 25 Jan 2023 08:15:34] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 150,1116]   | LOSS: 61.8508   --  9.38s
[Wed, 25 Jan 2023 08:15:34] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 155,1116]   | LOSS: 61.3977   --  9.68s
[Wed, 25 Jan 2023 08:15:34] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 160,1116]   | LOSS: 61.3528   --  9.98s
[Wed, 25 Jan 2023 08:15:35] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 165,1116]   | LOSS: 61.7905   --  10.26s
[Wed, 25 Jan 2023 08:15:35] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 170,1116]   | LOSS: 61.9349   --  10.55s
[Wed, 25 Jan 2023 08:15:35] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 175,1116]   | LOSS: 61.3671   --  10.82s
[Wed, 25 Jan 2023 08:15:35] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 180,1116]   | LOSS: 60.9648   --  11.11s
[Wed, 25 Jan 2023 08:15:36] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 185,1116]   | LOSS: 61.2770   --  11.38s
[Wed, 25 Jan 2023 08:15:36] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 190,1116]   | LOSS: 60.7237   --  11.67s
[Wed, 25 Jan 2023 08:15:36] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 195,1116]   | LOSS: 60.8641   --  11.95s
[Wed, 25 Jan 2023 08:15:37] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 200,1116]   | LOSS: 60.5339   --  12.23s
[Wed, 25 Jan 2023 08:15:37] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 205,1116]   | LOSS: 61.9272   --  12.52s
[Wed, 25 Jan 2023 08:15:37] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 210,1116]   | LOSS: 61.3475   --  12.80s
[Wed, 25 Jan 2023 08:15:37] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 215,1116]   | LOSS: 61.0541   --  13.08s
[Wed, 25 Jan 2023 08:15:38] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 220,1116]   | LOSS: 61.2796   --  13.36s
[Wed, 25 Jan 2023 08:15:38] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 225,1116]   | LOSS: 60.8762   --  13.63s
[Wed, 25 Jan 2023 08:15:38] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 230,1116]   | LOSS: 61.1438   --  13.91s
[Wed, 25 Jan 2023 08:15:39] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 235,1116]   | LOSS: 60.6836   --  14.19s
[Wed, 25 Jan 2023 08:15:39] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 240,1116]   | LOSS: 60.5370   --  14.47s
[Wed, 25 Jan 2023 08:15:39] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 245,1116]   | LOSS: 60.7990   --  14.75s
[Wed, 25 Jan 2023 08:15:39] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 250,1116]   | LOSS: 60.9572   --  15.03s
[Wed, 25 Jan 2023 08:15:40] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 255,1116]   | LOSS: 60.8976   --  15.33s
[Wed, 25 Jan 2023 08:15:40] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 260,1116]   | LOSS: 60.3876   --  15.61s
[Wed, 25 Jan 2023 08:15:40] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 265,1116]   | LOSS: 61.2289   --  15.91s
[Wed, 25 Jan 2023 08:15:41] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 270,1116]   | LOSS: 60.4751   --  16.19s
[Wed, 25 Jan 2023 08:15:41] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 275,1116]   | LOSS: 60.7924   --  16.47s
[Wed, 25 Jan 2023 08:15:41] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 280,1116]   | LOSS: 61.1780   --  16.75s
[Wed, 25 Jan 2023 08:15:41] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 285,1116]   | LOSS: 60.0593   --  17.03s
[Wed, 25 Jan 2023 08:15:42] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 290,1116]   | LOSS: 59.7037   --  17.31s
[Wed, 25 Jan 2023 08:15:42] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 295,1116]   | LOSS: 60.7573   --  17.60s
[Wed, 25 Jan 2023 08:15:42] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 300,1116]   | LOSS: 59.8880   --  17.89s
[Wed, 25 Jan 2023 08:15:43] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 305,1116]   | LOSS: 59.1803   --  18.17s
[Wed, 25 Jan 2023 08:15:43] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 310,1116]   | LOSS: 60.7784   --  18.45s
[Wed, 25 Jan 2023 08:15:43] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 315,1116]   | LOSS: 59.6789   --  18.73s
[Wed, 25 Jan 2023 08:15:43] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 320,1116]   | LOSS: 60.9064   --  19.02s
[Wed, 25 Jan 2023 08:15:44] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 325,1116]   | LOSS: 59.6343   --  19.32s
[Wed, 25 Jan 2023 08:15:44] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 330,1116]   | LOSS: 60.3012   --  19.60s
[Wed, 25 Jan 2023 08:15:44] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 335,1116]   | LOSS: 60.0189   --  19.88s
[Wed, 25 Jan 2023 08:15:44] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 340,1116]   | LOSS: 60.7762   --  20.16s
[Wed, 25 Jan 2023 08:15:45] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 345,1116]   | LOSS: 60.5660   --  20.43s
[Wed, 25 Jan 2023 08:15:45] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 350,1116]   | LOSS: 59.7903   --  20.71s
[Wed, 25 Jan 2023 08:15:45] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 355,1116]   | LOSS: 60.3867   --  20.99s
[Wed, 25 Jan 2023 08:15:46] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 360,1116]   | LOSS: 60.0655   --  21.27s
[Wed, 25 Jan 2023 08:15:46] INFO :: EPOCH: [  1, 60]   | MINI-BATCH: [ 365,1116]   | LOSS: 59.8481   --  21.55s
