epoch,accuracy
1,0.9551078680203046
2,0.9595494923857868
3,0.9666424945612764
4,0.969316533720087
5,0.9698604060913706
6,0.9695431472081218
7,0.9728743654822335
8,0.970630891950689
9,0.9756843727338652
10,0.9738261421319797
11,0.9771346990572879
12,0.9760469543147208
13,0.9782677664974619
14,0.9776332487309645
15,0.9750725163161712
16,0.9781091370558376
17,0.9777918781725888
18,0.9784037345902828
19,0.9804659173313997
20,0.978222443799855
21,0.9804659173313997
22,0.9801486584481509
23,0.9798087382160987
24,0.9792195431472082
25,0.9803299492385786
26,0.9809644670050761
27,0.9795141406816534
28,0.9790609137055838
29,0.9800126903553299
30,0.9795141406816534
31,0.9784263959390863
32,0.980488578680203
33,0.9804659173313997
34,0.9814176939811458
35,0.9803299492385786
36,0.9817122915155911
37,0.9820295503988398
38,0.9814403553299492
39,0.9818935823060189
40,0.9817349528643945
41,0.97949147933285
42,0.9798313995649022
43,0.982369470630892
44,0.9806472081218274
45,0.9822108411892676
46,0.9822108411892676
47,0.9812817258883249
48,0.9818935823060189
49,0.9833212472806382
50,0.980624546773024
51,0.9825507614213198
52,0.9826867295141407
53,0.9822335025380711
54,0.9820522117476432
55,0.9815989847715736
56,0.9803299492385786
57,0.9822335025380711
58,0.9828680203045685
59,0.9811230964467005
60,0.9818935823060189
