epoch,accuracy
1,0.9612490935460479
2,0.9666424945612764
3,0.9670050761421319
4,0.9781091370558376
5,0.9800126903553299
6,0.9801713197969543
7,0.9768401015228426
8,0.9834798767222626
9,0.9763642131979695
10,0.9836611675126904
11,0.9871510152284264
12,0.9869697244379986
13,0.9857233502538071
14,0.985247461928934
15,0.9879441624365483
16,0.9850888324873096
17,0.9874456127628717
18,0.9855647208121827
19,0.986992385786802
20,0.9857233502538071
21,0.9864938361131255
22,0.9892131979695431
23,0.981757614213198
24,0.9885786802030457
25,0.986992385786802
26,0.9839784263959391
27,0.990006345177665
28,0.9863578680203046
29,0.9874682741116751
30,0.9896664249456129
31,0.9882387599709935
32,0.9881027918781726
33,0.9909581218274112
34,0.9866751269035533
35,0.9895304568527918
36,0.9896890862944162
37,0.9892131979695431
38,0.9877628716461204
39,0.986992385786802
40,0.9906408629441624
41,0.990006345177665
42,0.9906408629441624
43,0.9909581218274112
44,0.9878988397389413
45,0.9898477157360406
46,0.9898477157360406
47,0.9904822335025381
48,0.9904822335025381
49,0.9879215010877448
50,0.9901649746192893
51,0.9895077955039885
52,0.991751269035533
53,0.9893265047135607
54,0.9903236040609137
55,0.9914340101522843
56,0.9928616751269036
57,0.9885786802030457
58,0.9903009427121102
59,0.9914340101522843
60,0.9896890862944162
