epoch,accuracy
1,0.9527284263959391
2,0.9682741116751269
3,0.9760469543147208
4,0.977580372250423
5,0.9746192893401016
6,0.9834496615905246
7,0.9815989847715736
8,0.9744606598984772
9,0.9828151438240271
10,0.9837669204737733
11,0.9858819796954315
12,0.9839784263959391
13,0.9831852791878173
14,0.985247461928934
15,0.9857233502538071
16,0.9844543147208121
17,0.9884200507614214
18,0.9881027918781726
19,0.9850888324873096
20,0.9868337563451777
21,0.9884200507614214
22,0.9885258037225043
23,0.9874682741116751
24,0.9884200507614214
25,0.9888959390862944
26,0.9912753807106599
27,0.9904822335025381
28,0.986992385786802
29,0.9887373096446701
30,0.9868337563451777
31,0.9887373096446701
32,0.9884200507614214
33,0.9893718274111675
34,0.9874682741116751
35,0.9893718274111675
36,0.9877855329949239
37,0.9907466159052454
38,0.9887373096446701
39,0.990006345177665
40,0.9906408629441624
41,0.9906408629441624
42,0.990006345177665
43,0.9885786802030457
44,0.9877855329949239
45,0.9903236040609137
46,0.9909581218274112
47,0.9882085448392556
48,0.9885786802030457
49,0.9907994923857868
50,0.9885786802030457
51,0.9896362098138748
52,0.9904822335025381
53,0.9925444162436549
54,0.9909581218274112
55,0.9896362098138748
56,0.9904822335025381
57,0.9907994923857868
58,0.9914340101522843
59,0.990006345177665
60,0.9876269035532995
