epoch,loss
1,2.1567513358422077
2,1.3268212247773417
3,1.2014476367436002
4,1.1362292745874987
5,1.083663268301863
6,1.0461289754544643
7,1.0141038156137885
8,0.994047478508992
9,0.9788487582971546
10,0.9569488909482742
11,0.939739182351097
12,0.9406354034246083
13,0.9257868182741933
14,0.9196639002357546
15,0.9101523824810555
16,0.8993009567447674
17,0.9015934267832387
18,0.8923218991260268
19,0.8803483826712468
20,0.889650747133252
21,0.8723869352971995
22,0.8684817263155534
23,0.8616781581567073
24,0.8722014331382342
25,0.8596235706761319
26,0.856648902872771
27,0.8531104772548629
28,0.8372433461636091
29,0.8504583017706978
30,0.8496851294992431
31,0.8418454246255018
32,0.8386720419530908
33,0.83929149259723
34,0.831333797077872
35,0.8298590857682476
36,0.8294321320096438
37,0.8283696314820679
38,0.8248270934975062
39,0.8304082232604211
40,0.8243513492246469
41,0.8247388606577257
42,0.818756277335801
43,0.8128474129824549
44,0.8185617516091007
45,0.808813132779626
46,0.8218736117004707
47,0.8146508167895045
48,0.8102404105620572
49,0.8201859805559386
50,0.8085582192626691
51,0.7963429133217501
52,0.8064089805675557
53,0.8095815156696624
54,0.7972419406070397
55,0.8086109405456905
56,0.7988063390016236
57,0.7961743011750201
58,0.8025431714978697
59,0.7894107732240871
60,0.7993754421404186
