epoch,loss
1,3.147538486184369
2,2.006594430283563
3,1.8482242596576164
4,1.7837460284367466
5,1.7179356210574972
6,1.6862027407237254
7,1.64864760705377
8,1.6259880240237723
9,1.6007715202158677
10,1.5981399628013848
11,1.5753688203952554
12,1.5471847207148568
13,1.5616243355889767
14,1.535449257354562
15,1.5295962094352704
16,1.512615778204692
17,1.5090473489913883
18,1.4968122531690402
19,1.4954550819186336
20,1.5024749297543691
21,1.4834433737276895
22,1.479115337246897
23,1.4784539059110933
24,1.4799455787875864
25,1.4620339244899183
26,1.4736105219971016
27,1.4605842971293326
28,1.4662885750329686
29,1.4574309396816407
30,1.470750574473652
31,1.4526084410445161
32,1.4542265682845106
33,1.4535006810396751
34,1.4413538887949273
35,1.4627665853282465
36,1.4414344694627121
37,1.4371919521192331
38,1.4346902778560844
39,1.4471239774897184
40,1.4489734231835545
41,1.4480693806516063
42,1.4369984702671745
43,1.4363115494794185
44,1.4399188614400034
45,1.4360883177824812
46,1.4388003792366906
47,1.429724900666213
48,1.4365542724853422
49,1.4390361739857362
50,1.4400325558699458
51,1.4308866188894767
52,1.4327537515012707
53,1.4299157826117859
54,1.4367587526427457
55,1.427951082417008
56,1.4329306105575939
57,1.4277716550042587
58,1.4253799089110724
59,1.4250063249743448
60,1.435445249262241
61,1.42858908381611
62,1.4245775685179625
63,1.423523557204285
64,1.4230004217637375
65,1.4242712510785163
66,1.4263747682211876
67,1.4229884844923055
68,1.4240971210796418
69,1.4227478809240477
70,1.4213083522608512
71,1.4208328703025417
72,1.420351815650414
73,1.4198511419456057
74,1.4208017541358058
75,1.419696919716503
76,1.422014119147528
77,1.4206409701298688
78,1.4205619423605518
79,1.4190081721576042
80,1.4189711748327996
81,1.4184897177017834
82,1.418216009995271
83,1.4192832345192612
84,1.4180542049023004
85,1.417822634910502
86,1.4175929425785039
87,1.4174027298573584
88,1.4192154368914818
89,1.4176905334041214
90,1.4181251706554068
91,1.4171199179385694
92,1.4169223475165704
93,1.4189245686309535
94,1.4169740485309736
95,1.4173589800480932
96,1.4167673970939363
97,1.4166036890557225
98,1.4164734797357876
99,1.4167934438243497
100,1.4166265343403144
